year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2004,BMW,3 Series,325Ci,Convertible,automatic,wbabw33424pl30658,fl,2.4,99220.0mi,white,beige,autonation chevrolet west colonial,$4100,Tue Mar 03 2015 10:00:00 GMT-0800 (PST)
2008,GMC,Sierra 1500,Denali,Crew Cab,automatic,2gtec638181154993,fl,2.7,61372.0mi,black,black,coggin buick-gmc of orange park,$20500,Thu Feb 05 2015 08:20:00 GMT-0800 (PST)
2013,Dodge,Journey,SXT,SUV,automatic,3c4pdcbgxdt636884,ca,2.9,39463.0mi,orange,black,avis corporation,$13700,Thu Mar 05 2015 04:00:00 GMT-0800 (PST)
2014,Ford,Expedition,Limited,SUV,automatic,1fmju2a52eef47503,ca,2.0,18109.0mi,gray,black,enterprise vehicle exchange / tra / rental / tulsa,$24300,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2010,Chevrolet,Malibu,LT2,Sedan,automatic,1g1zd5e72af219418,ne,1.9,59043.0mi,black,black,great southern bank,$7900,Thu Feb 12 2015 04:15:00 GMT-0800 (PST)
2004,Chevrolet,Cavalier,Base,Sedan,automatic,1g1jc52f747289197,mo,1.9,175343.0mi,gold,gray,primeritus remarketing/b link auto marine,$1150,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
2007,MINI,Cooper,Base,Convertible,automatic,wmwrf33567tg16440,tx,2.9,68988.0mi,blue,black,santander consumer,$5700,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2008,Chrysler,Sebring,LX,Sedan,automatic,1c3lc46j28n290496,ma,2.9,140140.0mi,white,gray,metro kia,$3200,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2011,GMC,Sierra 1500,SL,extended cab,automatic,1gtr1uea7bz416199,az,2.4,137042.0mi,silver,gray,gm financial,$11600,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)
2013,Lexus,ES 350,Base,Sedan,automatic,jthbk1gg9d2017304,mo,3.9,25014.0mi,black,black,lexus financial services,$27500,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Explorer,XLT,SUV,automatic,1fm5k8d80egb28151,ca,4.5,25349.0mi,silver,beige,ford motor credit company,$28800,Wed Jan 07 2015 05:00:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk9eu364144,tx,4.1,39841.0mi,white,gray,avis corporation,$14900,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Limited,Minivan,automatic,2c4rc1gg0er180360,fl,4.0,8703.0mi,beige,—,"chrysler group,llc",$27600,Mon Jan 19 2015 04:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5c56ej465444,ga,4.4,21438.0mi,black,tan,bmw of macon,$32000,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2012,GMC,Yukon XL,Denali,SUV,automatic,1gks2mef1cr141350,ne,3.1,74548.0mi,black,tan,dm northwest inc,$29400,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkvged5cj134104,mo,3.5,61445.0mi,silver,black,tdaf remarketing,$16600,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn427788,tx,1.9,75895.0mi,black,black,nissan-infiniti lt,$7000,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,sedan,automatic,3fahp0jaxcr213859,wi,4.0,75249.0mi,gray,gray,wheels exchange llc,$9000,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
2009,Volkswagen,Jetta,S,Sedan,automatic,3vwjm71k59m057030,nj,3.0,106636.0mi,black,black,hamilton honda,$3550,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2012,Toyota,Yaris,Fleet,sedan,automatic,jtdbt4k36cl034493,pr,3.8,37145.0mi,gray,black,toyota credit de puerto rico,$9800,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
2013,Dodge,Dart,SXT,Sedan,automatic,1c3cdfbaxdd337367,oh,4.1,13129.0mi,orange,black,chrysler capital,$13500,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2010,Kia,Sportage,LX,SUV,automatic,kndkgca35a7712933,tn,2.4,50763.0mi,blue,gray,genesee first fcu,$9300,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2015,Toyota,RAV4,LE,suv,automatic,2t3zfrev8fw153163,fl,5.0,2610.0mi,gray,gray,world omni financial corporation,$20900,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2009,Kia,Rio,LX,Sedan,automatic,knade223296570207,oh,3.2,82713.0mi,orange,black,exceptional motorcar llc,$5300,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2012,Infiniti,M,M37x,Sedan,automatic,jn1by1ar3cm392623,ca,3.8,35421.0mi,black,black,nissan infiniti lt,$27750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2000,Volvo,S80,T6,sedan,automatic,yv1ts90d7y1100711,oh,1.9,164956.0mi,green,tan,credit acceptance corp/vrs/southfield,$350,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap1cn475060,ga,3.2,23374.0mi,—,black,nissan marshlling,$11000,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc161742,nj,2.9,14720.0mi,gray,black,nissan-infiniti lt,$13300,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2013,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg0dh713880,mo,3.4,37200.0mi,blue,black,chrysler capital,$14500,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk7er368988,nj,3.2,7566.0mi,black,gray,toyota financial services,$15600,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2008,Honda,Civic,LX,Sedan,manual,2hgfa15588h305319,fl,2.5,159441.0mi,gray,gray,santander consumer,$3200,Wed Jan 28 2015 01:05:00 GMT-0800 (PST)
2012,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e08cf279425,va,2.8,49465.0mi,silver,gray,gm financial,$8700,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2015,Toyota,Corolla,LE,Sedan,automatic,5yfburhe8fp261070,ga,2.0,5205.0mi,black,gray,enterprise vehicle exchange / tra / rental / tulsa,$11300,Thu May 14 2015 05:30:00 GMT-0700 (PDT)
2011,Ford,Fusion,SE,sedan,automatic,3fahp0hgxbr270300,fl,4.1,84550.0mi,green,black,remarketing by ge/west financial acceptance,$8500,Wed Jun 17 2015 02:00:00 GMT-0700 (PDT)
2001,Chrysler,Town and Country,LXi,Minivan,automatic,2c4gp54l61r413981,md,2.0,163765.0mi,white,gray,355 toyota,$1000,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,sedan,automatic,1g1pc5sbxe7161481,wi,3.3,46764.0mi,silver,black,the hertz corporation,$10600,Tue Jun 09 2015 17:00:00 GMT-0700 (PDT)
2013,Ford,Escape,SE,suv,automatic,1fmcu0gxxdua23851,il,4.6,19264.0mi,blue,tan,"ford motor credit company,llc",$17000,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2007,Saturn,ION,2,Sedan,automatic,1g8aj55f97z139281,nv,2.8,128421.0mi,white,gray,lobel financial corp,$2350,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2008,Nissan,Xterra,SE,SUV,automatic,5n1an08u88c527741,fl,4.5,101590.0mi,silver,gray,santander consumer,$8500,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2009,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gr48k09c502187,nc,4.1,99244.0mi,silver,—,national fleet leasing,$9700,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2003,GMC,Envoy,SLT,SUV,automatic,1gkdt13s832342823,nc,2.3,238271.0mi,gray,—,progressive remarketing,$1500,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja9br296912,il,3.0,58677.0mi,gray,black,santander consumer,$11300,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2009,Honda,Civic,Si,Sedan,manual,2hgfa55539h700839,ny,1.0,1.0mi,—,black,teg federal credit union,$2600,Wed Jan 14 2015 01:00:00 GMT-0800 (PST)
2011,Ford,Escape,XLT,SUV,automatic,1fmcu9dg5bkc39169,mn,3.8,94642.0mi,—,tan,wells fargo dealer services,$10600,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2014,Nissan,Murano,S,SUV,automatic,jn8az1mw6ew503734,ca,4.7,34281.0mi,gray,black,avis rac/san leandro,$20000,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2012,Infiniti,FX,FX50,SUV,automatic,jn8bs1mw2cm180123,fl,4.2,73356.0mi,black,black,american bank auto liquidators,$29000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,Lexus,IS 250,Base,Sedan,automatic,jthcf5c2xc5053526,wi,2.7,24718.0mi,black,white,lexus financial services,$20800,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2014,MINI,Cooper Clubman,S,Hatchback,automatic,wmwzg3c50et800800,ca,4.4,5307.0mi,white,black,l m auto wholesale,$19000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Honda,CR-V,EX,SUV,automatic,5j6rm4h55cl007610,ga,4.6,30892.0mi,white,gray,"ahfc/honda lease trust/hvt, inc. eot",$19500,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2014,Honda,Accord,LX,Sedan,automatic,1hgcr2f3xea132542,il,4.9,4957.0mi,gray,black,"ahfc/honda lease trust/hvt, inc.",$17800,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2014,Kia,Forte,LX,Sedan,automatic,knafx4a68e5223541,fl,4.4,21313.0mi,gray,gray,"kia motors america, inc",$12100,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2006,Saab,9-3,Aero,Sedan,automatic,ys3fh41u061147734,tx,1.9,82449.0mi,black,gray,caprock auto remarketing,$4500,Thu Jan 15 2015 03:00:00 GMT-0800 (PST)
2011,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxbt008985,ca,2.8,30842.0mi,silver,beige,nissan-infiniti lt,$10500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar2cm677291,nj,3.5,22127.0mi,gray,black,nissan infiniti lt,$21800,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha1cr236145,tx,3.7,42357.0mi,—,black,"ford motor credit company,llc",$11300,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5ekxb1195069,mi,2.1,69444.0mi,gray,gray,gm financial,$5300,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2014,Kia,Sportage,LX,SUV,automatic,kndpbcac1e7560255,wi,4.4,18398.0mi,blue,black,"kia motors america, inc",$17700,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Altima,3.5 SR,sedan,automatic,1n4bl2apxcc157034,oh,4.3,65540.0mi,gray,black,mike albert limited,$12400,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2013,Lincoln,MKX,Base,SUV,automatic,2lmdj6jk9dbl15112,fl,4.9,14067.0mi,—,black,ford motor credit company,$29000,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn487649,fl,2.7,25963.0mi,black,gray,nissan-infiniti lt,$10600,Thu Feb 26 2015 01:15:00 GMT-0800 (PST)
2006,Pontiac,G6,GT,Sedan,automatic,1g2zh558764232130,fl,2.5,36127.0mi,silver,black,cannon cadillac of lakeland,$7300,Wed Feb 18 2015 01:35:00 GMT-0800 (PST)
2013,Lincoln,MKX,Base,SUV,automatic,2lmdj6jk9dbl14185,mi,2.8,18256.0mi,red,tan,"ford motor credit company,llc",$26000,Thu Jan 08 2015 09:00:00 GMT-0800 (PST)
2006,Nissan,Pathfinder,SE,SUV,automatic,5n1ar18u96c642551,ga,2.7,120372.0mi,black,gray,wells fargo dealer services,$5900,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2007,Ford,Fusion,SEL,Sedan,automatic,3fahp08127r119955,tx,2.0,152433.0mi,black,brown,santander consumer,$700,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2014,Ford,Focus,SE,hatchback,automatic,1fadp3k21el313907,fl,4.4,32305.0mi,—,black,avis budget group,$11900,Wed Jun 10 2015 03:00:00 GMT-0700 (PDT)
2004,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52e649422096,oh,2.6,122885.0mi,white,gray,pauley motor car co preowned vehicles llc,$2900,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee7bc748973,oh,3.9,22982.0mi,blue,gray,toyota financial services,$11000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k279255102,tx,1.9,84530.0mi,burgundy,gray,dt credit corporation,$6100,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2011,Acura,TL,Base,Sedan,automatic,19uua8f20ba003355,nj,3.7,57880.0mi,silver,gray,bmw of mount laurel,$16000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2004,Mitsubishi,Montero Sport,LS,SUV,automatic,ja4ls21rx4j004065,fl,1.9,133006.0mi,gray,black,coggin honda of st. augustine,$1600,Thu Feb 26 2015 05:00:00 GMT-0800 (PST)
2014,Kia,Rio,LX,Sedan,automatic,knadm4a37e6388996,wa,4.8,6872.0mi,silver,black,"kia motors america, inc",$12600,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2010,Kia,Soul,!,Wagon,automatic,kndjt2a20a7700472,fl,2.9,88443.0mi,black,gray,wells fargo dealer services,$7100,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2010,Chevrolet,Malibu,Fleet,Sedan,automatic,1g1za5e09af209657,nc,2.8,92985.0mi,silver,gray,wheels exchange llc,$6600,Tue Feb 10 2015 01:15:00 GMT-0800 (PST)
2013,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb5dn740773,wa,4.3,35055.0mi,gray,black,dollar rac/seattle,$12000,Wed Feb 11 2015 05:15:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,hatchback,automatic,1fahp3m20cl113693,ms,2.8,72753.0mi,—,black,"ford motor credit company,llc",$9000,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2008,Chevrolet,Cobalt,LS,Sedan,automatic,1g1ak58fx87233626,nc,2.7,88911.0mi,blue,gray,national fleet leasing,$3700,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njrbb7ed560720,co,4.7,34009.0mi,gray,black,automotive solutions inc,$14700,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2011,Dodge,Nitro,Heat,SUV,automatic,1d4pt4gk8bw601826,tx,3.5,48555.0mi,white,black,gm financial,$13700,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2014,Kia,Sorento,LX,SUV,automatic,5xykt3a65eg432119,oh,3.8,33063.0mi,red,black,jr's auto city inc,$16000,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb6e7138439,pa,4.4,6031.0mi,red,black,fairfield chevrolet cadillac,$13600,Fri Jan 16 2015 01:30:00 GMT-0800 (PST)
2011,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1cf9bfd28239,tx,2.9,88698.0mi,white,gray,tdaf remarketing,$16100,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2008,Ford,Expedition EL,Limited,SUV,automatic,1fmfk19598la52211,tx,1.5,108817.0mi,white,gray,chrysler capital,$9400,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2012,Lexus,IS 250,Base,sedan,automatic,jthcf5c20c5060162,nj,4.0,27016.0mi,white,beige,toyota financial services,$23600,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap2dc919341,nj,4.2,19963.0mi,red,brown,"consolidated asset recovery systems, inc.",$13400,Wed May 27 2015 02:30:00 GMT-0700 (PDT)
2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg8dn766209,in,4.5,27102.0mi,white,black,fiserv/crescent bank & trust,$12500,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2000,Honda,CR-V,LX,SUV,automatic,jhlrd2843yc009612,fl,2.8,182504.0mi,white,gray,coggin honda of st. augustine,$1850,Thu May 21 2015 06:00:00 GMT-0700 (PDT)
2007,Chevrolet,Tahoe,LT,SUV,automatic,1gnfk13077r167054,nc,2.1,170856.0mi,burgundy,gray,boykin motors of johnston co inc,$10200,Mon Jan 26 2015 01:30:00 GMT-0800 (PST)
2010,Toyota,Highlander,Limited,SUV,automatic,5tddk3eh8as016702,sc,3.9,82178.0mi,white,beige,pee dee auto buyers,$20100,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp0el407154,tn,4.5,20129.0mi,black,—,nissan north america inc.,$11600,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2014,Chevrolet,Express Cargo,2500,Van,automatic,1gcwgffa2e1165686,sc,2.9,14971.0mi,white,gray,enterprise veh exchange/rental,$19300,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2008,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl21e98n507943,ga,2.6,90570.0mi,green,beige,santander consumer,$8000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap4dc837516,ne,3.5,56250.0mi,black,black,dtg operations inc,$13000,Thu May 28 2015 05:30:00 GMT-0700 (PDT)
2008,Buick,Lucerne,CXL,Sedan,automatic,1g4hd57208u175103,nc,4.2,92889.0mi,burgundy,gray,fleet lease remarketing,$8400,Mon Jan 05 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j58eef18913,tx,4.3,34449.0mi,red,beige,avis budget group,$32600,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Camry,L,Sedan,automatic,4t4bf1fk3cr263426,fl,4.1,76125.0mi,blue,gray,world omni financial corporation,$11100,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx9duc61842,mo,4.6,20767.0mi,gray,beige,"ford motor credit company,llc",$18000,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d89dgc91332,ma,3.8,62193.0mi,gray,black,the hertz corporation,$22100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er440885,il,4.0,29252.0mi,gray,black,enterprise holdings/gdp,$18500,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2012,Kia,Optima,LX,Sedan,automatic,knagm4a76c5297057,nj,4.3,54681.0mi,silver,beige,valley national bank,$9900,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2013,Honda,Odyssey,EX-L,minivan,automatic,5fnrl5h66db037033,fl,4.2,30598.0mi,gray,gray,port charlotte honda,$25500,Tue Jun 16 2015 02:10:00 GMT-0700 (PDT)
2013,Kia,Sorento,LX,SUV,automatic,5xyktda24dg348519,mo,4.2,37252.0mi,black,tan,avis corporation,$17500,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7en175267,tn,3.5,22434.0mi,silver,gray,chrysler capital,$10100,Tue Feb 10 2015 02:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn492958,il,3.8,39970.0mi,burgundy,brown,nissan-infiniti lt,$11000,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2010,Ford,Escape,XLT,SUV,automatic,1fmcu9d7xaka06029,oh,4.5,69531.0mi,silver,black,delta auto group london,$9800,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4rr5gg6bc705619,co,4.9,25372.0mi,silver,black,carnes motor co inc,$28700,Wed Feb 04 2015 03:45:00 GMT-0800 (PST)
2009,Audi,A4,2.0T Premium,Sedan,automatic,waujf78k89n041586,fl,4.1,68278.0mi,red,black,prestige motorcar imports inc,$12500,Thu Jan 08 2015 10:30:00 GMT-0800 (PST)
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1u83d1707552,mi,1.9,48439.0mi,silver,black,the hertz corporation,$9100,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2013,Toyota,RAV4,Limited,SUV,automatic,2t3dfrev5dw124159,oh,4.8,14715.0mi,white,tan,toyota financial services,$24900,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,GLK-Class,GLK250 BlueTEC 4MATIC,SUV,automatic,wdcgg0eb4eg285783,ca,3.7,15529.0mi,white,gray,mercedes-benz financial services,$33500,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2013,Volvo,XC90,3.2,SUV,automatic,yv4952cy4d1636875,ga,3.8,33651.0mi,blue,tan,dyer & dyer volvo,$24200,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2004,Kia,Spectra,LX,sedan,manual,knafe121945058072,ga,1.9,213261.0mi,beige,beige,autonation toyota thornton road,$800,Tue Jun 16 2015 05:50:00 GMT-0700 (PDT)
2011,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,wa1dgafe4bd008677,ca,3.7,44740.0mi,black,black,"jpmorgan chase bank,n.a.",$37500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2007,GMC,Yukon,Denali,SUV,automatic,1gkfk63847j144376,sc,2.4,199339.0mi,black,black,hendrick hyundai north,$10300,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Tundra,SR FFV,double cab,automatic,5tfuw5f14ex388362,tx,4.6,12932.0mi,red,black,coastal bend rent a car inc,$31000,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2007,BMW,3 Series,328i,Sedan,automatic,wbavc53517fz71918,tx,2.1,82593.0mi,white,brown,santander consumer,$7100,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2008,Chrysler,300,LX,Sedan,automatic,2c3la43r28h217363,wi,1.9,94960.0mi,red,gray,napletons river oaks chrysler jeep dodge,$5000,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2013,Honda,Pilot,LX,SUV,automatic,5fnyf3h25db039019,ca,4.6,26242.0mi,gray,gray,"ahfc/honda lease trust/hvt, inc.",$22750,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2009,Ford,Escape,Limited,SUV,automatic,1fmcu94g79kc39913,tx,3.8,75431.0mi,black,black,whites auto sales llc,$10700,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
2012,GMC,Yukon,Denali,SUV,automatic,1gks1eef4cr108738,fl,4.2,39050.0mi,black,black,tim short chevrolet,$36800,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f23dl306658,mi,4.0,31558.0mi,gray,black,remarketing by ge/michigan schools & govt cu,$10500,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Camaro,SS,Coupe,automatic,2g1fk1ej0e9123539,ga,3.4,18019.0mi,white,black,ford-lincoln dealer program,$29700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2004,Nissan,Armada,LE,SUV,automatic,5n1aa08a54n716914,tn,2.1,216854.0mi,white,gray,speedway motors inc,$4500,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
2001,Mazda,Millenia,Premium,Sedan,automatic,jm1ta221011713181,md,2.0,154331.0mi,brown,beige,purple heart services inc,$300,Tue Jan 20 2015 04:00:00 GMT-0800 (PST)
2010,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep9ac105672,md,2.9,118035.0mi,white,beige,amber auto,$7400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,Ford,Focus,SEL,Hatchback,automatic,1fahp3m2xcl334315,fl,4.2,65475.0mi,white,black,dtg operations inc,$9100,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9dh754958,fl,3.4,43728.0mi,white,beige,avis corporation,$12500,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2012,Toyota,Prius Plug-in,Base,hatchback,automatic,jtdkn3dp4c3028888,wa,4.3,31253.0mi,silver,gray,toyota financial services,$15800,Wed Jun 17 2015 07:00:00 GMT-0700 (PDT)
2012,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcpcse07cg212744,tx,2.3,66226.0mi,white,black,santander consumer,$20100,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2014,Hyundai,Santa Fe Sport,Sport,SUV,automatic,5xyzt3lb8eg172887,fl,4.4,5409.0mi,gray,beige,advantage chrysler dodge jeep,$19900,Thu Jan 22 2015 01:50:00 GMT-0800 (PST)
2008,Suzuki,XL7,Luxury,suv,automatic,2s3db417686116824,fl,1.9,95105.0mi,blue,beige,autonation chevrolet pembroke pines,$4500,Tue Jun 02 2015 10:30:00 GMT-0700 (PDT)
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9dr626803,nv,2.8,60445.0mi,red,black,the hertz corporation,$11900,Fri Feb 13 2015 04:00:00 GMT-0800 (PST)
2008,Cadillac,STS,V6,sedan,automatic,1g6dk67v180152691,tx,3.5,156565.0mi,silver,gray,mid atlantic finance/clearwater,$3500,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
2002,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gchk23172f101369,nc,2.0,223563.0mi,silver,silver,crossroads ford lincoln of shelby,$10000,Mon Dec 22 2014 09:00:00 GMT-0800 (PST)
2005,Saturn,VUE,Base,SUV,automatic,5gzcz63445s830883,oh,1.9,109593.0mi,silver,gray,park national bank,$1250,Thu Mar 05 2015 01:00:00 GMT-0800 (PST)
2012,Ford,Fusion,Hybrid,Sedan,automatic,3fadp0l36cr334885,mn,4.1,33342.0mi,silver,gray,ari,$12500,Thu Jan 08 2015 10:45:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cc206157,la,3.5,63648.0mi,purple,black,dollar thrifty auto group/faao,$9100,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2007,Jeep,Liberty,Sport,SUV,automatic,1j4gl48k07w662942,tx,3.9,68796.0mi,red,gray,chrysler capital,$8500,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2002,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b12u245826,md,2.4,141997.0mi,silver,gray,lexus of annapolis,$3200,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
